Page URL,File,Page Title,Meta Description Status,H1 Count,H1 Text,Shared JS,GA Present,GTM Present,HubSpot Present,reCAPTCHA Present,Known Issues,Owner,Status,Notes
/celsior-ai-lab,celsior-ai-lab.html,Celsior | AI-First Digital Engineering,Present,1,Stop funding AI programs that stop at the pilot stage.,yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779800255/25_biq55h.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779800255/26_pxmywa.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779800255/27_mocsc3.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779868187/10_gx9hyg.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779868187/11_yegzhd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779868187/12_hobiox.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/20_yfp8j7.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/21_ktmdre.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779800255/25_biq55h.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779800255/26_pxmywa.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779800255/27_mocsc3.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779868187/10_gx9hyg.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779868187/11_yegzhd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779868187/12_hobiox.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/20_yfp8j7.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/21_ktmdre.png,,Needs Review,
/cloud-infrastructure-engineering,cloud-infrastructure-engineering.html,Celsior | Capabilities — AI-Led Engineering,Present,1,Cut cloud costs by 35% while deploying twice as fast.,yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645514/12_fqkmxq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645515/13_otvcxp.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645514/14_vsqdxw.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png | Accessibility: Image missing alt text: ${d.imgs.p1} | Accessibility: Image missing alt text: ${d.imgs.p2} | Accessibility: Image missing alt text: ${d.imgs.shield} | Accessibility: Image missing alt text: ${d.imgs.dash},,Needs Review,
/cost-efficiency,cost-efficiency.html,Celsior | AI-First Digital Engineering,Present,1,Engineering efficiency that pays for itself.,yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779985981/28_qikjz7.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986988/Icons_4_etxloa.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779985981/29_pasbwj.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986929/15_szaicn.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986929/14_udss8c.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986928/13_gdwxgs.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344436/10_itipga.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344432/11_sc8d1p.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344433/12_sen1lr.png,,Needs Review,
/design-lab,design-lab/index.html,Celsior | AI-First Digital Engineering,Present,2,Design Lab · CX Journey Design | Stop building products your customers didn't ask for.,yes,no,no,no,no,Content/SEO: Multiple H1s found: 2 | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/56_dbnwzc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/57_pidb6z.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/58_l6znzg.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/20_yfp8j7.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/21_ktmdre.png | Content/SEO: Multiple H1s found: 2 | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/56_dbnwzc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/57_pidb6z.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/58_l6znzg.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/20_yfp8j7.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/21_ktmdre.png,,Needs Review,
/design-lab,design-lab.html,Celsior | AI-First Digital Engineering,Present,2,Design Lab · CX Journey Design | Stop building products your customers didn't ask for.,yes,no,no,no,no,Content/SEO: Multiple H1s found: 2 | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/56_dbnwzc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/57_pidb6z.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/58_l6znzg.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/20_yfp8j7.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/21_ktmdre.png | Content/SEO: Multiple H1s found: 2 | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/56_dbnwzc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/57_pidb6z.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780417002/58_l6znzg.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/20_yfp8j7.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303698/21_ktmdre.png,,Needs Review,
/digital-experience,digital-experience.html,Celsior | AI-First Digital Engineering,Present,1,Experience the difference. Engineered for your customer.,yes,yes,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333813/21_kfyexy.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333814/22_bivfvo.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333813/23_qjsf2c.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779334925/4_oskntq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779334925/5_detght.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779334926/6_b6mwba.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344436/10_itipga.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344432/11_sc8d1p.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344433/12_sen1lr.png,,Needs Review,
/digital-operations,digital-operations.html,Celsior | Capabilities — AI-Led Engineering,Present,1,"Resolve incidents in minutes, not hours. Prevent breaches before they happen.",yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780026818/37_l5xezt.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780026818/38_gbcycu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780026818/39_sasun0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png | Accessibility: Image missing alt text: ${d.imgs.p1} | Accessibility: Image missing alt text: ${d.imgs.p2} | Accessibility: Image missing alt text: ${d.imgs.shield} | Accessibility: Image missing alt text: ${d.imgs.dash},,Needs Review,
/frameworks-accelerators,frameworks-accelerators/index.html,Celsior | AI-First Digital Engineering,Present,2,Frameworks and Accelerators | SAI pilots are easy. Getting them to production without rebuilding everything is the hard part.,yes,no,no,no,no,Content/SEO: Multiple H1s found: 2 | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/59_a7lyva.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/60_jcxpo2.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/61_xnlpoi.png | Content/SEO: Multiple H1s found: 2 | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/59_a7lyva.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/60_jcxpo2.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/61_xnlpoi.png,,Needs Review,
/frameworks-accelerators,frameworks-accelerators.html,Celsior | AI-First Digital Engineering,Present,2,Frameworks and Accelerators | SAI pilots are easy. Getting them to production without rebuilding everything is the hard part.,yes,no,no,no,no,Content/SEO: Multiple H1s found: 2 | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/59_a7lyva.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/60_jcxpo2.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/61_xnlpoi.png | Content/SEO: Multiple H1s found: 2 | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/59_a7lyva.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/60_jcxpo2.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780423060/61_xnlpoi.png,,Needs Review,
/gcc-nearshore,gcc-nearshore.html,Celsior | Solutions — Managed Programs,Missing,1,The engineering depth your programs need. On the time zone your teams can work with.,yes,no,no,no,no,SEO: Missing meta description | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780294854/63f34698f565c005a29820ab6de35ef32cf5ac | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/53_jo5x8m.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/54_xggjcq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/55_gjigb4.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/22_ioe0kc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/23_fpkwrt.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/24_glizc1.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298821/16_yfwmw4.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298830/17_pysdef.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298828/18_ju1rap.png,,Needs Review,
/hire-train-deploy,hire-train-deploy.html,Celsior | Solutions — Managed Programs,Missing,1,Your platforms should deliver what they promised on day one. We make sure they do.,yes,no,no,no,no,SEO: Missing meta description | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778577642/e635f926-6c6b-4155-928d-bdf0cb79d91a_y | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/5_ohhyvq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/6_hfcvls.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579832/7_qpjayv.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/1_hkqc4o.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585913/2_sniefj.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/3_oi980a.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/1_d2ouxt.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587414/3_lwxxsk.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/2_jp1pcn.jpg,,Needs Review,
/how-we-deliver,how-we-deliver.html,How we Deliver — Celsior,Missing,1,Flexible Delivery Models Built for Regulated Enterprises.,yes,no,no,no,no,SEO: Missing meta description,,Needs Review,
/how-we-do-it,how-we-do-it.html,How We Do It › AI/ML Engineering — Celsior,Present,1,AI/ML Engineering Built for Regulated Industries.,yes,no,no,no,no,,,Needs Review,
/,index.html,Celsior — Modernize. Operate. Innovate.,Present,5,"Engineer Faster. Ship Smarter. Scale Without Limits | From systems that hold your business back, to AI that moves it forward. | Banking | Insurance | Healthcare",yes,no,no,no,no,Content/SEO: Multiple H1s found: 5,,Needs Review,
/industries,industries.html,Industries — Celsior,Missing,1,Built for the Three Most Regulated Sectors in Enterprise Technology.,yes,no,no,no,no,SEO: Missing meta description,,Needs Review,
/managed-programs,managed-programs.html,Celsior | Solutions — Managed Programs,Missing,1,Your platforms should deliver what they promised on day one. We make sure they do.,yes,no,no,no,no,SEO: Missing meta description | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778577642/e635f926-6c6b-4155-928d-bdf0cb79d91a_y | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/5_ohhyvq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579833/6_hfcvls.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778579832/7_qpjayv.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/1_hkqc4o.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585913/2_sniefj.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778585914/3_oi980a.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/1_d2ouxt.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587414/3_lwxxsk.jpg | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778587408/2_jp1pcn.jpg,,Needs Review,
/our-focus/ai-adoption,our-focus/ai-adoption/index.html,Celsior | AI-First Digital Engineering,Present,1,Deploy AI that regulators can audit and businesses can trust,yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779989036/31_qlbnw3.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779989036/32_yii8gx.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779989037/33_wm6lv1.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779989575/18_bzeen4.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779989575/17_ssgwl4.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779989575/16_ya8u5c.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779991297/13_zi7wmp.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779991296/14_hhdqh7.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779991300/15_sfz534.png,,Needs Review,
/our-focus/ai-first-digital-engineering,our-focus/ai-first-digital-engineering/index.html,Celsior | AI-First Digital Engineering,Present,1,AI-First digital engineering that evolves at the speed of your business.,yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778616276/9_sg1ssf.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778616276/10_vklfrz.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778616276/11_ojaddh.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778615984/1_rsqe5e.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778615985/2_rqynuj.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778615983/3_gt3g7i.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778614980/4_ywqbo9.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778614983/5_eokkdp.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778614981/6_xp1ryj.png,,Needs Review,
/our-focus/cost-and-efficiency,our-focus/cost-and-efficiency/index.html,Celsior | AI-First Digital Engineering,Present,1,Engineering efficiency that pays for itself.,yes,no,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779985981/28_qikjz7.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986988/Icons_4_etxloa.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779985981/29_pasbwj.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986929/15_szaicn.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986929/14_udss8c.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779986928/13_gdwxgs.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344436/10_itipga.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344432/11_sc8d1p.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344433/12_sen1lr.png,,Needs Review,
/our-focus/digital-experience,our-focus/digital-experience/index.html,Celsior | AI-First Digital Engineering,Present,1,Experience the difference. Engineered for your customer.,yes,yes,no,no,no,Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333813/21_kfyexy.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333814/22_bivfvo.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779333813/23_qjsf2c.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779334925/4_oskntq.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779334925/5_detght.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779334926/6_b6mwba.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344436/10_itipga.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344432/11_sc8d1p.png | Accessibility: Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779344433/12_sen1lr.png,,Needs Review,
