Page URL,File,Button / CTA Label,Current Destination,Destination Type,CSS Class,Final Destination,Owner Confirmation,Status,Notes
/partners/guidewire,partners/guidewire/index.html,Explore Jack Henry Practice,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners/guidewire,partners/guidewire/index.html,Explore ServiceNow Practice,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners/guidewire,partners/guidewire/index.html,Contact Us About Dynatrace,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners/guidewire,partners/guidewire/index.html,Book Your Free Consultation,#contact,Same-page anchor / contact section,cta-band-btn-primary cta-band-btn,,,Needs Review,
/partners/guidewire,partners/guidewire/index.html,BOOK A FREE CONSULTATION,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/partners,partners/index.html,Explore Guidewire Practice,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners,partners/index.html,Explore Jack Henry Practice,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners,partners/index.html,Explore ServiceNow Practice,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners,partners/index.html,Contact Us About Dynatrace,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners,partners/index.html,Talk to a Practice Lead,#contact,Same-page anchor / contact section,cta-band-btn-primary cta-band-btn,,,Needs Review,
/partners,partners/index.html,Explore Individual Partner Pages,#,Placeholder / needs final URL,cta-band-btn-outline,,,Needs Review,
/partners,partners/index.html,Explore Our Partner Practices,(button/no href),Button / JS action - needs manual check,btn-ghost,,,Needs Review,
/partners,partners/index.html,Talk to a Practice Lead,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/partners/jack-henry,partners/jack-henry/index.html,Download Case Study,#,Placeholder / needs final URL,jh-acc-cta,,,Needs Review,
/partners/jack-henry,partners/jack-henry/index.html,Explore Guidewire Practice,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners/jack-henry,partners/jack-henry/index.html,Explore Jack Henry Practice,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners/jack-henry,partners/jack-henry/index.html,Explore ServiceNow Practice,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners/jack-henry,partners/jack-henry/index.html,Contact Us About Dynatrace,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners/jack-henry,partners/jack-henry/index.html,Book Your Free Consultation,#contact,Same-page anchor / contact section,cta-band-btn-primary cta-band-btn,,,Needs Review,
/partners/jack-henry,partners/jack-henry/index.html,BOOK A FREE CONSULTATION,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/partners/servicenow,partners/servicenow/index.html,Download Case Study,#,Placeholder / needs final URL,jh-acc-cta,,,Needs Review,
/partners/servicenow,partners/servicenow/index.html,Explore Guidewire Practice,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners/servicenow,partners/servicenow/index.html,Explore Jack Henry Practice,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners/servicenow,partners/servicenow/index.html,Explore ServiceNow Practice,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners/servicenow,partners/servicenow/index.html,Contact Us About Dynatrace,#,Placeholder / needs final URL,acc-readmore,,,Needs Review,
/partners/servicenow,partners/servicenow/index.html,Book Your Platform Assessment,#contact,Same-page anchor / contact section,cta-band-btn-primary cta-band-btn,,,Needs Review,
/partners/servicenow,partners/servicenow/index.html,BOOK A FREE CONSULTATION,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/risk-compliance,risk-compliance.html,Explore Further →,#,Placeholder / needs final URL,solution-link,,,Needs Review,
/risk-compliance,risk-compliance.html,Get Started,#consultation,Same-page anchor / contact section,em-cta,,,Needs Review,
/risk-compliance,risk-compliance.html,Speak with Our R&C Practice →,#contact,Same-page anchor / contact section,cta-btn cta-band-btn,,,Needs Review,
/risk-compliance,risk-compliance.html,Assess Your Control Environment →,#assessment,Same-page anchor / contact section,cta-btn cta-band-btn-white,,,Needs Review,
/risk-compliance,risk-compliance.html,Assess Your Control Environment,(button/no href),Button / JS action - needs manual check,btn-ghost,,,Needs Review,
/risk-compliance,risk-compliance.html,Schedule a Conversation,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/security-governance,security-governance.html,Request a Governance Assessment,#contact,Same-page anchor / contact section,cta-btn cta-band-btn,,,Needs Review,
/security-governance,security-governance.html,Explore Our Frameworks,#assessment,Same-page anchor / contact section,cta-btn cta-band-btn-white,,,Needs Review,
/security-governance,security-governance.html,Build Governance That Scales →,(button/no href),Button / JS action - needs manual check,btn-ghost,,,Needs Review,
/security-governance,security-governance.html,View case study,(button/no href),Button / JS action - needs manual check,c-cta,,,Needs Review,
/solutions/ai-upskilling,solutions/ai-upskilling/index.html,Start the conversation,#contact,Same-page anchor / contact section,cta-btn cta-band-btn,,,Needs Review,
/solutions/ai-upskilling,solutions/ai-upskilling/index.html,Explore Our Upskilling Programs,(button/no href),Button / JS action - needs manual check,btn-ghost,,,Needs Review,
/solutions/ai-upskilling,solutions/ai-upskilling/index.html,Schedule a Discovery Call,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/solutions/ai-upskilling,solutions/ai-upskilling/index.html,Productivity Loss,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/ai-upskilling,solutions/ai-upskilling/index.html,Role Readiness,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/ai-upskilling,solutions/ai-upskilling/index.html,Adoption Risk,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/ai-upskilling,solutions/ai-upskilling/index.html,Governance Gaps,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/gcc-and-nearshore,solutions/gcc-and-nearshore/index.html,Start the conversation,#contact,Same-page anchor / contact section,cta-btn cta-band-btn,,,Needs Review,
/solutions/gcc-and-nearshore,solutions/gcc-and-nearshore/index.html,Explore our delivery models,(button/no href),Button / JS action - needs manual check,btn-ghost,,,Needs Review,
/solutions/gcc-and-nearshore,solutions/gcc-and-nearshore/index.html,Talk to our nearshore team,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/solutions/gcc-and-nearshore,solutions/gcc-and-nearshore/index.html,Talent Access,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/gcc-and-nearshore,solutions/gcc-and-nearshore/index.html,Cost Efficiency,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/gcc-and-nearshore,solutions/gcc-and-nearshore/index.html,Time Zone Alignment,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/gcc-and-nearshore,solutions/gcc-and-nearshore/index.html,Delivery Governance,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions,solutions/index.html,Start the conversation,#contact,Same-page anchor / contact section,cta-btn cta-band-btn,,,Needs Review,
/solutions,solutions/index.html,Explore our managed programs,(button/no href),Button / JS action - needs manual check,btn-ghost,,,Needs Review,
/solutions,solutions/index.html,Book a Discovery Call,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/solutions,solutions/index.html,Platform Stability,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions,solutions/index.html,Security & Compliance,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions,solutions/index.html,Cost Optimization,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions,solutions/index.html,Upgrade Governance,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/managed-programs,solutions/managed-programs/index.html,Start the conversation,#contact,Same-page anchor / contact section,cta-btn cta-band-btn,,,Needs Review,
/solutions/managed-programs,solutions/managed-programs/index.html,Explore our managed programs,(button/no href),Button / JS action - needs manual check,btn-ghost,,,Needs Review,
/solutions/managed-programs,solutions/managed-programs/index.html,Book a Discovery Call,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/solutions/managed-programs,solutions/managed-programs/index.html,Platform Stability,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/managed-programs,solutions/managed-programs/index.html,Security & Compliance,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/managed-programs,solutions/managed-programs/index.html,Cost Optimization,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/managed-programs,solutions/managed-programs/index.html,Upgrade Governance,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/teams-as-a-service,solutions/teams-as-a-service/index.html,Start the conversation,#contact,Same-page anchor / contact section,cta-btn cta-band-btn,,,Needs Review,
/solutions/teams-as-a-service,solutions/teams-as-a-service/index.html,Explore our managed programs,(button/no href),Button / JS action - needs manual check,btn-ghost,,,Needs Review,
/solutions/teams-as-a-service,solutions/teams-as-a-service/index.html,Book a Discovery Call,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/solutions/teams-as-a-service,solutions/teams-as-a-service/index.html,Platform Stability,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/teams-as-a-service,solutions/teams-as-a-service/index.html,Security & Compliance,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/teams-as-a-service,solutions/teams-as-a-service/index.html,Cost Optimization,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/teams-as-a-service,solutions/teams-as-a-service/index.html,Upgrade Governance,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/technology-consulting,solutions/technology-consulting/index.html,Start a conversation about your architecture →,#contact,Same-page anchor / contact section,cta-btn cta-band-btn,,,Needs Review,
/solutions/technology-consulting,solutions/technology-consulting/index.html,See our approach,(button/no href),Button / JS action - needs manual check,btn-ghost,,,Needs Review,
/solutions/technology-consulting,solutions/technology-consulting/index.html,Explore our work,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/solutions/technology-consulting,solutions/technology-consulting/index.html,Architecture Debt,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/technology-consulting,solutions/technology-consulting/index.html,Integration Complexity,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/technology-consulting,solutions/technology-consulting/index.html,Regulatory Exposure,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/solutions/technology-consulting,solutions/technology-consulting/index.html,Talent Retention,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/success-stories,success-stories/index.html,Talk to us,index.html#contact,Other / needs review,btn-p,,,Needs Review,
/success-stories,success-stories/index.html,Back to Home,index.html,Other / needs review,btn-g,,,Needs Review,
/success-stories,success-stories/index.html,Get in touch,index.html#contact,Other / needs review,btn-p,,,Needs Review,
/teams-as-a-service,teams-as-a-service.html,Start the conversation,#contact,Same-page anchor / contact section,cta-btn cta-band-btn,,,Needs Review,
/teams-as-a-service,teams-as-a-service.html,Explore our managed programs,(button/no href),Button / JS action - needs manual check,btn-ghost,,,Needs Review,
/teams-as-a-service,teams-as-a-service.html,Book a Discovery Call,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/teams-as-a-service,teams-as-a-service.html,Platform Stability,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/teams-as-a-service,teams-as-a-service.html,Security & Compliance,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/teams-as-a-service,teams-as-a-service.html,Cost Optimization,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/teams-as-a-service,teams-as-a-service.html,Upgrade Governance,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/technology-consulting,technology-consulting.html,Start a conversation about your architecture →,#contact,Same-page anchor / contact section,cta-btn cta-band-btn,,,Needs Review,
/technology-consulting,technology-consulting.html,See our approach,(button/no href),Button / JS action - needs manual check,btn-ghost,,,Needs Review,
/technology-consulting,technology-consulting.html,Explore our work,(button/no href),Button / JS action - needs manual check,btn-white,,,Needs Review,
/technology-consulting,technology-consulting.html,Architecture Debt,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/technology-consulting,technology-consulting.html,Integration Complexity,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/technology-consulting,technology-consulting.html,Regulatory Exposure,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/technology-consulting,technology-consulting.html,Talent Retention,(button/no href),Button / JS action - needs manual check,gacc-btn,,,Needs Review,
/what-we-solve,what-we-solve.html,Start AI Readiness Assessment,#sec-assess,Same-page anchor / contact section,btn btn-dk,,,Needs Review,
/what-we-solve,what-we-solve.html,See Why AI Stalls,#sec-challenge,Same-page anchor / contact section,btn btn-ow,,,Needs Review,
/what-we-solve,what-we-solve.html,Explore,#,Placeholder / needs final URL,br-arrow,,,Needs Review,
/what-we-solve,what-we-solve.html,Request AI Readiness Assessment,(button/no href),Button / JS action - needs manual check,btn btn-dk,,,Needs Review,
/what-we-solve,what-we-solve.html,Download the AI Readiness Framework,(button/no href),Button / JS action - needs manual check,btn btn-ow,,,Needs Review,
